preset_id,word_id
0ea81186-374c-4a4d-8d47-51ced2403a29,17938
0ea81186-374c-4a4d-8d47-51ced2403a29,17970
0ea81186-374c-4a4d-8d47-51ced2403a29,17979
0ea81186-374c-4a4d-8d47-51ced2403a29,17999
0ea81186-374c-4a4d-8d47-51ced2403a29,18001
0ea81186-374c-4a4d-8d47-51ced2403a29,18005
0ea81186-374c-4a4d-8d47-51ced2403a29,18018
0ea81186-374c-4a4d-8d47-51ced2403a29,18015
0ea81186-374c-4a4d-8d47-51ced2403a29,87056
0ea81186-374c-4a4d-8d47-51ced2403a29,18033
0ea81186-374c-4a4d-8d47-51ced2403a29,18035
0ea81186-374c-4a4d-8d47-51ced2403a29,18111
0ea81186-374c-4a4d-8d47-51ced2403a29,18145
0ea81186-374c-4a4d-8d47-51ced2403a29,18220
0ea81186-374c-4a4d-8d47-51ced2403a29,18211
0ea81186-374c-4a4d-8d47-51ced2403a29,18521
0ea81186-374c-4a4d-8d47-51ced2403a29,18523
0ea81186-374c-4a4d-8d47-51ced2403a29,18551
0ea81186-374c-4a4d-8d47-51ced2403a29,18616
0ea81186-374c-4a4d-8d47-51ced2403a29,18672
0ea81186-374c-4a4d-8d47-51ced2403a29,18675
0ea81186-374c-4a4d-8d47-51ced2403a29,18987
0ea81186-374c-4a4d-8d47-51ced2403a29,19008
0ea81186-374c-4a4d-8d47-51ced2403a29,19019
0ea81186-374c-4a4d-8d47-51ced2403a29,19016
0ea81186-374c-4a4d-8d47-51ced2403a29,19272
0ea81186-374c-4a4d-8d47-51ced2403a29,19293
0ea81186-374c-4a4d-8d47-51ced2403a29,19342
0ea81186-374c-4a4d-8d47-51ced2403a29,19628
0ea81186-374c-4a4d-8d47-51ced2403a29,19659
0ea81186-374c-4a4d-8d47-51ced2403a29,283781
0ea81186-374c-4a4d-8d47-51ced2403a29,19803
0ea81186-374c-4a4d-8d47-51ced2403a29,19978
0ea81186-374c-4a4d-8d47-51ced2403a29,19981
0ea81186-374c-4a4d-8d47-51ced2403a29,20021
0ea81186-374c-4a4d-8d47-51ced2403a29,19984
0ea81186-374c-4a4d-8d47-51ced2403a29,20072
0ea81186-374c-4a4d-8d47-51ced2403a29,20078
0ea81186-374c-4a4d-8d47-51ced2403a29,20109
0ea81186-374c-4a4d-8d47-51ced2403a29,20169
0ea81186-374c-4a4d-8d47-51ced2403a29,20172
0ea81186-374c-4a4d-8d47-51ced2403a29,20147
0ea81186-374c-4a4d-8d47-51ced2403a29,20352
0ea81186-374c-4a4d-8d47-51ced2403a29,20574
0ea81186-374c-4a4d-8d47-51ced2403a29,20675
0ea81186-374c-4a4d-8d47-51ced2403a29,227037
0ea81186-374c-4a4d-8d47-51ced2403a29,20689
0ea81186-374c-4a4d-8d47-51ced2403a29,227062
0ea81186-374c-4a4d-8d47-51ced2403a29,20720
0ea81186-374c-4a4d-8d47-51ced2403a29,20725
0ea81186-374c-4a4d-8d47-51ced2403a29,20746
0ea81186-374c-4a4d-8d47-51ced2403a29,20913
0ea81186-374c-4a4d-8d47-51ced2403a29,20927
0ea81186-374c-4a4d-8d47-51ced2403a29,20938
0ea81186-374c-4a4d-8d47-51ced2403a29,21048
0ea81186-374c-4a4d-8d47-51ced2403a29,21374
0ea81186-374c-4a4d-8d47-51ced2403a29,21526
0ea81186-374c-4a4d-8d47-51ced2403a29,21514
0ea81186-374c-4a4d-8d47-51ced2403a29,21615
0ea81186-374c-4a4d-8d47-51ced2403a29,21647
0ea81186-374c-4a4d-8d47-51ced2403a29,21654
0ea81186-374c-4a4d-8d47-51ced2403a29,21643
0ea81186-374c-4a4d-8d47-51ced2403a29,21680
0ea81186-374c-4a4d-8d47-51ced2403a29,21713
0ea81186-374c-4a4d-8d47-51ced2403a29,21722
0ea81186-374c-4a4d-8d47-51ced2403a29,21729
0ea81186-374c-4a4d-8d47-51ced2403a29,48961
0ea81186-374c-4a4d-8d47-51ced2403a29,359513
0ea81186-374c-4a4d-8d47-51ced2403a29,21784
0ea81186-374c-4a4d-8d47-51ced2403a29,21792
0ea81186-374c-4a4d-8d47-51ced2403a29,21828
0ea81186-374c-4a4d-8d47-51ced2403a29,21825
0ea81186-374c-4a4d-8d47-51ced2403a29,21826
0ea81186-374c-4a4d-8d47-51ced2403a29,21831
0ea81186-374c-4a4d-8d47-51ced2403a29,21863
0ea81186-374c-4a4d-8d47-51ced2403a29,21869
0ea81186-374c-4a4d-8d47-51ced2403a29,21907
0ea81186-374c-4a4d-8d47-51ced2403a29,21913
0ea81186-374c-4a4d-8d47-51ced2403a29,21934
0ea81186-374c-4a4d-8d47-51ced2403a29,21947
0ea81186-374c-4a4d-8d47-51ced2403a29,21961
0ea81186-374c-4a4d-8d47-51ced2403a29,21963
0ea81186-374c-4a4d-8d47-51ced2403a29,22141
0ea81186-374c-4a4d-8d47-51ced2403a29,22142
0ea81186-374c-4a4d-8d47-51ced2403a29,22146
0ea81186-374c-4a4d-8d47-51ced2403a29,22154
0ea81186-374c-4a4d-8d47-51ced2403a29,22157
0ea81186-374c-4a4d-8d47-51ced2403a29,22313
0ea81186-374c-4a4d-8d47-51ced2403a29,22311
0ea81186-374c-4a4d-8d47-51ced2403a29,22309
0ea81186-374c-4a4d-8d47-51ced2403a29,22351
0ea81186-374c-4a4d-8d47-51ced2403a29,21243
0ea81186-374c-4a4d-8d47-51ced2403a29,22518
0ea81186-374c-4a4d-8d47-51ced2403a29,320853
0ea81186-374c-4a4d-8d47-51ced2403a29,22599
0ea81186-374c-4a4d-8d47-51ced2403a29,22711
0ea81186-374c-4a4d-8d47-51ced2403a29,22734
0ea81186-374c-4a4d-8d47-51ced2403a29,22739
0ea81186-374c-4a4d-8d47-51ced2403a29,22762
0ea81186-374c-4a4d-8d47-51ced2403a29,22884
0ea81186-374c-4a4d-8d47-51ced2403a29,22932
0ea81186-374c-4a4d-8d47-51ced2403a29,22921
0ea81186-374c-4a4d-8d47-51ced2403a29,22925
0ea81186-374c-4a4d-8d47-51ced2403a29,22949
0ea81186-374c-4a4d-8d47-51ced2403a29,22960
0ea81186-374c-4a4d-8d47-51ced2403a29,22996
0ea81186-374c-4a4d-8d47-51ced2403a29,23006
0ea81186-374c-4a4d-8d47-51ced2403a29,23010
0ea81186-374c-4a4d-8d47-51ced2403a29,23007
0ea81186-374c-4a4d-8d47-51ced2403a29,23027
0ea81186-374c-4a4d-8d47-51ced2403a29,23093
0ea81186-374c-4a4d-8d47-51ced2403a29,23123
0ea81186-374c-4a4d-8d47-51ced2403a29,23134
0ea81186-374c-4a4d-8d47-51ced2403a29,23147
0ea81186-374c-4a4d-8d47-51ced2403a29,23150
0ea81186-374c-4a4d-8d47-51ced2403a29,23164
0ea81186-374c-4a4d-8d47-51ced2403a29,23274
0ea81186-374c-4a4d-8d47-51ced2403a29,23316
0ea81186-374c-4a4d-8d47-51ced2403a29,23278
0ea81186-374c-4a4d-8d47-51ced2403a29,23333
0ea81186-374c-4a4d-8d47-51ced2403a29,23320
0ea81186-374c-4a4d-8d47-51ced2403a29,23361
0ea81186-374c-4a4d-8d47-51ced2403a29,23374
0ea81186-374c-4a4d-8d47-51ced2403a29,23634
0ea81186-374c-4a4d-8d47-51ced2403a29,23788
0ea81186-374c-4a4d-8d47-51ced2403a29,23793
0ea81186-374c-4a4d-8d47-51ced2403a29,23833
0ea81186-374c-4a4d-8d47-51ced2403a29,23838
0ea81186-374c-4a4d-8d47-51ced2403a29,23885
0ea81186-374c-4a4d-8d47-51ced2403a29,23887
0ea81186-374c-4a4d-8d47-51ced2403a29,34390
0ea81186-374c-4a4d-8d47-51ced2403a29,24190
0ea81186-374c-4a4d-8d47-51ced2403a29,24192
0ea81186-374c-4a4d-8d47-51ced2403a29,24194
0ea81186-374c-4a4d-8d47-51ced2403a29,24254
0ea81186-374c-4a4d-8d47-51ced2403a29,24261
0ea81186-374c-4a4d-8d47-51ced2403a29,24520
0ea81186-374c-4a4d-8d47-51ced2403a29,24570
0ea81186-374c-4a4d-8d47-51ced2403a29,24581
0ea81186-374c-4a4d-8d47-51ced2403a29,24668
0ea81186-374c-4a4d-8d47-51ced2403a29,24704
0ea81186-374c-4a4d-8d47-51ced2403a29,24701
0ea81186-374c-4a4d-8d47-51ced2403a29,24707
0ea81186-374c-4a4d-8d47-51ced2403a29,24746
0ea81186-374c-4a4d-8d47-51ced2403a29,24749
0ea81186-374c-4a4d-8d47-51ced2403a29,24776
0ea81186-374c-4a4d-8d47-51ced2403a29,24834
0ea81186-374c-4a4d-8d47-51ced2403a29,24835
0ea81186-374c-4a4d-8d47-51ced2403a29,24848
0ea81186-374c-4a4d-8d47-51ced2403a29,24849
0ea81186-374c-4a4d-8d47-51ced2403a29,24851
0ea81186-374c-4a4d-8d47-51ced2403a29,24972
0ea81186-374c-4a4d-8d47-51ced2403a29,25032
0ea81186-374c-4a4d-8d47-51ced2403a29,25036
0ea81186-374c-4a4d-8d47-51ced2403a29,25144
0ea81186-374c-4a4d-8d47-51ced2403a29,25661
0ea81186-374c-4a4d-8d47-51ced2403a29,25740
0ea81186-374c-4a4d-8d47-51ced2403a29,25766
0ea81186-374c-4a4d-8d47-51ced2403a29,26288
0ea81186-374c-4a4d-8d47-51ced2403a29,26680
0ea81186-374c-4a4d-8d47-51ced2403a29,26682
0ea81186-374c-4a4d-8d47-51ced2403a29,147640
0ea81186-374c-4a4d-8d47-51ced2403a29,218292
0ea81186-374c-4a4d-8d47-51ced2403a29,26767
0ea81186-374c-4a4d-8d47-51ced2403a29,26949
0ea81186-374c-4a4d-8d47-51ced2403a29,27017
0ea81186-374c-4a4d-8d47-51ced2403a29,27030
0ea81186-374c-4a4d-8d47-51ced2403a29,27072
0ea81186-374c-4a4d-8d47-51ced2403a29,27222
0ea81186-374c-4a4d-8d47-51ced2403a29,27538
0ea81186-374c-4a4d-8d47-51ced2403a29,27491
0ea81186-374c-4a4d-8d47-51ced2403a29,27413
0ea81186-374c-4a4d-8d47-51ced2403a29,74418
0ea81186-374c-4a4d-8d47-51ced2403a29,27258
0ea81186-374c-4a4d-8d47-51ced2403a29,27344
0ea81186-374c-4a4d-8d47-51ced2403a29,27354
0ea81186-374c-4a4d-8d47-51ced2403a29,27275
0ea81186-374c-4a4d-8d47-51ced2403a29,27513
0ea81186-374c-4a4d-8d47-51ced2403a29,27512
0ea81186-374c-4a4d-8d47-51ced2403a29,27659
0ea81186-374c-4a4d-8d47-51ced2403a29,27694
0ea81186-374c-4a4d-8d47-51ced2403a29,27749
0ea81186-374c-4a4d-8d47-51ced2403a29,27771
0ea81186-374c-4a4d-8d47-51ced2403a29,27890
0ea81186-374c-4a4d-8d47-51ced2403a29,27917
0ea81186-374c-4a4d-8d47-51ced2403a29,27951
0ea81186-374c-4a4d-8d47-51ced2403a29,28043
0ea81186-374c-4a4d-8d47-51ced2403a29,28122
0ea81186-374c-4a4d-8d47-51ced2403a29,28224
0ea81186-374c-4a4d-8d47-51ced2403a29,28313
